,S&P 500,S&P 500,S&P 500
6-9-16,"2,119.22","2,085.10","2,112.13"
6-16-16,"2,120.55","2,064.10","2,071.50"
6-23-16,"2,100.66","2,050.37","2,085.45"
6-30-16,"2,113.32","1,991.68","2,070.77"
7-7-16,"2,108.71","2,042.69","2,099.73"
7-14-16,"2,156.45","2,074.02","2,152.43"
7-21-16,"2,175.63","2,146.21","2,173.02"
7-28-16,"2,175.63","2,159.07","2,166.58"
8-4-16,"2,178.29","2,147.58","2,163.79"
8-11-16,"2,187.66","2,152.56","2,175.49"
8-18-16,"2,193.81","2,168.50","2,182.22"
8-25-16,"2,193.42","2,168.50","2,175.44"
9-1-16,"2,187.94","2,157.09","2,170.86"
9-8-16,"2,187.87","2,157.09","2,186.16"
9-15-16,"2,187.87","2,119.12","2,125.77"
9-22-16,"2,165.11","2,119.90","2,163.12"
9-29-16,"2,179.99","2,139.57","2,171.37"
10-6-16,"2,175.30","2,144.01","2,159.73"
10-13-16,"2,169.60","2,128.84","2,139.18"
10-20-16,"2,149.19","2,114.72","2,144.29"
10-27-16,"2,154.79","2,130.09","2,139.43"
11-3-16,"2,147.13","2,094.00","2,097.94"
11-10-16,"2,170.10","2,083.79","2,163.26"
11-17-16,"2,182.30","2,100.59","2,164.20"
11-24-16,"2,204.80","2,172.20","2,204.72"
12-1-16,"2,214.10","2,194.51","2,198.81"
12-8-16,"2,241.63","2,187.44","2,241.35"
12-15-16,"2,277.53","2,208.93","2,253.28"
12-22-16,"2,272.56","2,253.77","2,258.66"
12-29-16,"2,273.82","2,249.11","2,249.92"
1-5-17,"2,273.82","2,233.62","2,270.75"
1-12-17,"2,282.10","2,260.45","2,275.32"
1-19-17,"2,279.27","2,254.25","2,271.89"
1-26-17,"2,299.55","2,257.02","2,298.37"
2-2-17,"2,300.99","2,267.21","2,279.55"
2-9-17,"2,299.40","2,271.65","2,294.67"
2-16-17,"2,351.31","2,296.61","2,347.22"
2-23-17,"2,366.71","2,322.17","2,362.82"
3-2-17,"2,400.98","2,352.87","2,395.96"
3-9-17,"2,400.98","2,361.01","2,362.98"
3-16-17,"2,390.01","2,354.54","2,385.26"
3-23-17,"2,390.01","2,336.45","2,348.45"
3-30-17,"2,363.78","2,322.25","2,361.13"
4-6-17,"2,378.36","2,344.73","2,352.95"
4-13-17,"2,378.36","2,337.25","2,344.93"
4-20-17,"2,355.22","2,328.95","2,338.17"
4-27-17,"2,398.16","2,335.05","2,387.45"
5-4-17,"2,398.16","2,379.75","2,388.13"
5-11-17,"2,403.87","2,379.75","2,399.63"
5-18-17,"2,405.77","2,356.21","2,357.03"
5-25-17,"2,405.58","2,352.72","2,404.39"
6-1-17,"2,418.71","2,393.88","2,411.80"
6-8-17,"2,440.23","2,403.59","2,433.14"
6-15-17,"2,446.20","2,415.70","2,437.92"
6-22-17,"2,453.82","2,418.53","2,435.61"
6-29-17,"2,450.42","2,419.38","2,440.69"
7-6-17,"2,442.97","2,405.70","2,432.54"
7-13-17,"2,445.76","2,407.70","2,443.25"
7-20-17,"2,473.83","2,435.75","2,473.83"
7-27-17,"2,481.69","2,463.85","2,477.83"
8-3-17,"2,484.04","2,470.30","2,477.57"
8-10-17,"2,490.87","2,462.08","2,474.02"
8-17-17,"2,474.93","2,437.75","2,468.11"
8-24-17,"2,474.93","2,417.35","2,444.04"
8-31-17,"2,460.31","2,428.20","2,457.59"
9-7-17,"2,480.38","2,428.20","2,465.54"
9-14-17,"2,498.37","2,459.20","2,498.37"
9-21-17,"2,508.85","2,491.35","2,508.24"
9-28-17,"2,511.75","2,488.03","2,507.04"
10-5-17,"2,540.53","2,495.91","2,537.74"
10-12-17,"2,555.24","2,531.80","2,555.24"
10-19-17,"2,564.11","2,547.95","2,561.26"
10-26-17,"2,578.29","2,544.00","2,557.15"
11-2-17,"2,588.40","2,544.00","2,579.36"
11-9-17,"2,597.02","2,566.17","2,594.38"
11-16-17,"2,595.47","2,557.45","2,564.62"
11-23-17,"2,601.19","2,557.45","2,602.42"
11-30-17,"2,634.89","2,589.17","2,626.07"
12-7-17,"2,665.19","2,620.32","2,629.27"
12-14-17,"2,671.88","2,624.75","2,662.85"
12-21-17,"2,694.97","2,652.01","2,679.25"
12-28-17,"2,694.44","2,676.11","2,682.62"
1-4-18,"2,714.37","2,673.61","2,713.06"
1-11-18,"2,759.14","2,697.77","2,748.23"
1-18-18,"2,807.54","2,736.06","2,802.56"
1-25-18,"2,852.97","2,778.38","2,837.54"
2-1-18,"2,872.87","2,813.04","2,823.81"
2-8-18,"2,839.26","2,593.07","2,681.66"
2-15-18,"2,727.67","2,532.69","2,698.63"
2-22-18,"2,754.42","2,637.08","2,701.33"
3-1-18,"2,789.15","2,697.77","2,713.83"
3-8-18,"2,761.52","2,647.32","2,726.80"
3-15-18,"2,801.90","2,701.74","2,749.48"
3-22-18,"2,777.11","2,694.59","2,711.93"
3-29-18,"2,739.14","2,585.89","2,605.00"
4-5-18,"2,674.78","2,553.80","2,644.69"
4-12-18,"2,672.08","2,573.61","2,642.19"
4-19-18,"2,717.49","2,639.25","2,708.64"
4-26-18,"2,717.49","2,612.67","2,639.40"
5-3-18,"2,682.87","2,612.67","2,635.67"
5-10-18,"2,701.27","2,594.62","2,697.79"
5-17-18,"2,742.10","2,674.14","2,722.46"
5-24-18,"2,742.24","2,709.18","2,733.29"
5-31-18,"2,742.24","2,676.81","2,724.01"
6-7-18,"2,772.39","2,700.68","2,772.35"
6-14-18,"2,791.47","2,748.46","2,775.63"
6-21-18,"2,791.47","2,743.19","2,767.32"
6-28-18,"2,774.86","2,698.67","2,699.63"
7-5-18,"2,746.09","2,691.99","2,713.22"
7-12-18,"2,795.58","2,711.16","2,774.02"
7-19-18,"2,816.76","2,770.77","2,815.62"
7-26-18,"2,848.03","2,795.14","2,846.07"
8-2-18,"2,848.03","2,798.11","2,813.36"
8-9-18,"2,863.43","2,796.34","2,857.70"
8-16-18,"2,862.48","2,802.49","2,818.37"
8-23-18,"2,873.23","2,802.49","2,861.82"
8-30-18,"2,916.50","2,854.03","2,914.04"
9-6-18,"2,916.50","2,876.92","2,888.60"
9-13-18,"2,894.65","2,864.12","2,888.92"
9-20-18,"2,912.36","2,879.20","2,907.95"
9-27-18,"2,940.91","2,903.28","2,905.97"
10-4-18,"2,939.86","2,903.28","2,925.51"
10-11-18,"2,939.86","2,784.86","2,785.68"
10-18-18,"2,874.02","2,710.51","2,809.21"
10-25-18,"2,816.94","2,651.89","2,656.10"
11-1-18,"2,742.59","2,603.54","2,711.74"
11-8-18,"2,815.15","2,700.44","2,813.89"
11-15-18,"2,815.15","2,685.75","2,701.58"
11-22-18,"2,746.80","2,631.52","2,649.93"
11-29-18,"2,744.00","2,631.09","2,743.79"
12-6-18,"2,800.18","2,655.89","2,700.06"
12-13-18,"2,785.93","2,583.23","2,651.07"
12-20-18,"2,685.44","2,488.96","2,506.96"
12-27-18,"2,585.29","2,346.58","2,467.70"
1-3-19,"2,520.27","2,346.58","2,510.03"
1-10-19,"2,595.32","2,443.96","2,584.96"
1-17-19,"2,625.76","2,562.02","2,616.10"
1-24-19,"2,675.47","2,585.10","2,638.70"
1-31-19,"2,690.44","2,612.86","2,681.05"
2-7-19,"2,738.98","2,648.34","2,731.61"
2-14-19,"2,761.85","2,681.83","2,753.03"
2-21-19,"2,787.33","2,703.79","2,779.76"
2-28-19,"2,795.76","2,764.55","2,792.38"
3-7-19,"2,816.88","2,767.66","2,771.45"
3-14-19,"2,821.24","2,722.27","2,810.92"
3-21-19,"2,852.42","2,799.78","2,824.23"
3-28-19,"2,860.31","2,785.02","2,805.37"
4-4-19,"2,885.25","2,787.72","2,873.40"
4-11-19,"2,895.95","2,865.17","2,888.21"
4-18-19,"2,918.00","2,879.13","2,900.45"
4-25-19,"2,936.83","2,891.90","2,927.25"
5-2-19,"2,954.13","2,912.84","2,923.73"
5-9-19,"2,954.13","2,862.60","2,879.42"
5-16-19,"2,897.96","2,801.43","2,850.96"
5-23-19,"2,892.15","2,815.08","2,856.27"
5-30-19,"2,868.88","2,766.06","2,783.02"
6-6-19,"2,827.28","2,728.81","2,826.15"
6-13-19,"2,910.61","2,800.92","2,879.84"
6-20-19,"2,931.74","2,874.68","2,926.46"
6-27-19,"2,964.15","2,911.43","2,913.78"
7-3-19,"2,995.84","2,912.99","2,995.82"
7-11-19,"3,002.98","2,955.92","2,993.07"
7-18-19,"3,017.80","2,984.25","2,984.42"
7-25-19,"3,019.59","2,973.09","3,019.56"
8-1-19,"3,027.98","2,958.08","2,980.38"
8-8-19,"3,017.40","2,822.12","2,883.98"
8-15-19,"2,943.31","2,825.71","2,840.60"
8-22-19,"2,931.00","2,825.51","2,924.43"
8-29-19,"2,939.08","2,834.97","2,887.94"
9-5-19,"2,940.43","2,853.05","2,937.78"
9-12-19,"3,000.93","2,921.86","3,000.93"
9-19-19,"3,020.74","2,975.31","3,006.73"
9-26-19,"3,021.99","2,952.86","2,984.87"
10-3-19,"2,992.53","2,874.93","2,887.61"
10-10-19,"2,959.75","2,855.94","2,919.40"
10-17-19,"3,003.28","2,907.41","2,989.69"
10-24-19,"3,014.57","2,976.31","3,004.52"
10-31-19,"3,050.10","2,991.21","3,046.77"
11-7-19,"3,085.20","3,023.19","3,076.78"
11-14-19,"3,102.61","3,065.89","3,094.04"
11-21-19,"3,127.64","3,078.80","3,108.46"
11-29-19,"3,154.26","3,091.41","3,153.63"
12-5-19,"3,154.26","3,070.33","3,112.76"
12-12-19,"3,150.60","3,102.53","3,141.63"
12-19-19,"3,198.48","3,133.21","3,191.14"
12-26-19,"3,227.78","3,191.03","3,223.38"
1-2-20,"3,247.93","3,212.03","3,230.78"
1-9-20,"3,267.07","3,212.03","3,253.05"
1-16-20,"3,298.66","3,236.67","3,289.29"
1-23-20,"3,337.77","3,277.19","3,321.75"
1-30-20,"3,337.77","3,234.50","3,273.40"
2-6-20,"3,337.58","3,214.68","3,334.69"
2-13-20,"3,381.47","3,313.75","3,379.45"
2-20-20,"3,393.52","3,352.72","3,386.15"
2-27-20,"3,393.52","3,108.99","3,116.39"
3-5-20,"3,136.72","2,855.84","3,130.12"
3-12-20,"3,130.97","2,707.22","2,741.38"
3-19-20,"2,825.60","2,280.52","2,398.10"
3-26-20,"2,571.42","2,191.86","2,475.56"
4-2-20,"2,641.39","2,407.53","2,470.50"
4-9-20,"2,760.75","2,447.49","2,749.98"
4-16-20,"2,851.85","2,657.67","2,783.36"
4-23-20,"2,879.22","2,727.10","2,799.31"
4-30-20,"2,954.86","2,775.95","2,939.51"
5-7-20,"2,954.86","2,797.85","2,848.42"
5-14-20,"2,945.82","2,793.15","2,820.00"
5-21-20,"2,980.29","2,766.64","2,971.61"
5-28-20,"3,036.25","2,922.35","3,036.13"
6-4-20,"3,130.94","2,969.75","3,122.87"
6-11-20,"3,223.27","3,090.41","3,190.14"
6-18-20,"3,223.27","2,965.66","3,113.49"
6-25-20,"3,155.53","3,032.13","3,050.33"
7-2-20,"3,128.44","2,999.74","3,115.86"
7-9-20,"3,184.15","3,047.83","3,169.94"
7-16-20,"3,238.28","3,115.70","3,226.56"
7-23-20,"3,279.32","3,198.59","3,276.02"
7-30-20,"3,279.99","3,200.05","3,258.44"
8-6-20,"3,330.77","3,204.13","3,327.77"
8-13-20,"3,387.89","3,317.37","3,380.35"
8-20-20,"3,399.54","3,355.46","3,374.85"
8-27-20,"3,481.07","3,354.69","3,478.73"
9-3-20,"3,588.11","3,444.15","3,580.84"
9-10-20,"3,588.11","3,329.27","3,398.96"
9-17-20,"3,428.92","3,310.47","3,385.49"
9-24-20,"3,428.92","3,229.10","3,236.92"
10-1-20,"3,393.56","3,209.45","3,363.00"
10-8-20,"3,431.56","3,323.69","3,419.44"
10-15-20,"3,549.85","3,384.56","3,488.67"
10-22-20,"3,527.94","3,419.93","3,435.56"
10-29-20,"3,466.46","3,268.89","3,271.03"
11-5-20,"3,486.25","3,233.94","3,443.44"
11-12-20,"3,645.99","3,405.17","3,572.66"
11-19-20,"3,623.11","3,405.17","3,567.79"
11-27-20,"3,642.31","3,543.84","3,629.65"
12-3-20,"3,678.45","3,594.39","3,669.01"
12-10-20,"3,712.39","3,644.84","3,672.82"
12-17-20,"3,712.39","3,633.40","3,701.17"
12-24-20,"3,726.70","3,636.48","3,690.01"
12-31-20,"3,756.12","3,676.16","3,732.04"
1-7-21,"3,783.04","3,662.71","3,748.14"
1-21-21,"3,859.75","3,749.62","3,851.85"
1-28-21,"3,870.90","3,732.48","3,750.77"
2-4-21,"3,847.51","3,694.12","3,830.17"
2-11-21,"3,931.50","3,816.68","3,909.88"
2-18-21,"3,950.43","3,884.94","3,931.33"
2-25-21,"3,924.30","3,911.13","3,924.30"
3-4-21,"3,837.96","3,817.26","3,837.20"
3-11-21,"3,917.35","3,885.73","3,898.81"
3-18-21,"3,953.50","3,947.41","3,952.17"
3-25-21,"3,887.14","3,864.63","3,881.20"
4-1-21,"4,013.04","4,013.04","4,013.04"
4-8-21,"4,093.87","4,089.89","4,091.04"
4-15-21,"4,151.69","4,120.87","4,124.66"
4-22-21,"4,170.46","4,160.11","4,162.43"
4-29-21,"4,218.78","4,190.08","4,195.55"
5-6-21,"4,186.64","4,147.33","4,181.27"
5-13-21,"4,134.73","4,056.88","4,063.04"
5-20-21,"4,140.01","4,121.97","4,137.60"
5-27-21,"4,212.82","4,201.94","4,211.36"
6-3-21,"4,204.39","4,167.93","4,201.56"
6-10-21,"4,249.74","4,167.93","4,238.53"
6-17-21,"4,257.16","4,202.45","4,214.42"
6-24-21,"4,268.67","4,164.40","4,265.79"
7-1-21,"4,302.43","4,256.97","4,297.50"
7-8-21,"4,361.88","4,300.73","4,358.13"
7-15-21,"4,392.37","4,329.79","4,369.21"
7-22-21,"4,375.09","4,322.53","4,358.69"
7-29-21,"4,422.73","4,350.06","4,400.64"
8-5-21,"4,429.97","4,373.00","4,402.66"
8-12-21,"4,449.44","4,408.86","4,442.41"
8-19-21,"4,473.26","4,397.59","4,400.27"
8-26-21,"4,501.71","4,367.73","4,496.19"
9-2-21,"4,537.36","4,468.99","4,524.09"
9-9-21,"4,545.85","4,493.95","4,514.07"
9-16-21,"4,529.90","4,435.46","4,480.70"
9-23-21,"4,471.52","4,305.91","4,395.64"
9-30-21,"4,465.40","4,346.33","4,359.46"
10-7-21,"4,382.55","4,278.94","4,363.55"
10-14-21,"4,429.97","4,329.92","4,363.80"
10-21-21,"4,540.87","4,386.75","4,536.19"
10-27-21,"4,598.53","4,524.00","4,551.68"
11-4-21,"4,683.00","4,562.84","4,660.57"
11-11-21,"4,718.50","4,630.86","4,646.05"
11-18-21,"4,714.95","4,648.31","4,688.67"
11-24-21,"4,743.83","4,652.66","4,690.70"
12-2-21,"4,672.95","4,504.73","4,513.04"
12-9-21,"4,705.06","4,540.51","4,701.21"
12-16-21,"4,731.40","4,606.52","4,709.85"
12-23-21,"4,721.82","4,531.10","4,696.56"
12-30-21,"4,807.02","4,703.96","4,793.06"
1-6-22,"4,818.62","4,699.44","4,700.58"
1-13-22,"4,748.83","4,638.27","4,726.35"
1-20-22,"4,602.11","4,547.35","4,532.76"
1-27-22,"4,453.23","4,222.62","4,349.93"
2-3-22,"4,595.31","4,292.46","4,589.38"
2-10-22,"4,590.03","4,483.87","4,587.18"
2-17-22,"4,526.33","4,364.84","4,475.01"
2-24-22,"4,394.60","4,114.65","4,225.50"
3-3-22,"4,416.78","4,279.54","4,386.54"
3-10-22,"4,342.12","4,157.87","4,277.88"
3-17-22,"4,371.97","4,161.72","4,357.86"
3-24-22,"4,522.00","4,390.57","4,456.24"
3-31-22,"4,637.30","4,501.07","4,602.45"
4-7-22,"4,593.45","4,450.04","4,481.15"
4-14-22,"4,520.41","4,381.34","4,446.59"
4-21-22,"4,512.94","4,370.30","4,459.45"
4-28-22,"4,385.83","4,162.90","4,183.96"
5-5-22,"4,307.66","4,194.75","4,300.17"
5-12-22,"4,157.69","3,877.04","3,935.18"
5-19-22,"4,090.72","3,891.42","3,923.68"
5-26-22,"3,999.33","3,810.32","3,978.73"
6-2-22,"4,168.34","3,984.60","4,101.23"
6-9-22,"4,147.12","4,074.37","4,115.77"
6-16-22,"4,119.10","3,705.68","3,789.99"
6-23-22,"3,801.79","3,636.87","3,759.89"
6-30-22,"3,945.86","3,743.52","3,818.83"
7-7-22,"3,918.50","3,742.06","3,899.38"
7-14-22,"3,880.94","3,759.07","3,801.78"
7-21-22,"3,974.13","3,818.63","3,959.90"
7-28-22,"4,039.56","3,910.74","4,023.61"
8-4-22,"4,167.66","4,079.81","4,155.17"
8-11-22,"4,211.03","4,112.09","4,210.24"
8-18-22,"4,325.28","4,253.08","4,274.04"
8-25-22,"4,195.08","4,119.97","4,140.77"
9-1-22,"4,062.99","3,954.53","3,955.00"
9-8-22,"3,987.89","3,886.75","3,979.87"
9-15-22,"4,119.28","3,912.18","3,946.01"
9-22-22,"3,907.07","3,789.49","3,789.93"
9-29-22,"3,736.74","3,623.29","3,719.04"
10-6-22,"3,790.93","3,585.62","3,783.28"
10-13-22,"3,790.93","3,585.62","3,783.28"
10-20-22,"3,719.98","3,491.58","3,695.16"
10-27-22,"3,859.11","3,665.78","3,830.60"
11-3-22,"3,911.79","3,758.68","3,759.69"
11-10-22,"3,859.40","3,698.15","3,748.57"
11-17-22,"4,028.84","3,859.89","3,958.79"
11-24-22,"4,033.78","3,906.54","4,027.26"
12-1-22,"4,080.11","3,937.65","4,080.11"
12-8-22,"4,100.51","3,918.39","3,933.92"
12-15-22,"4,100.96","3,974.19","3,995.32"
12-22-22,"3,958.37","3,795.62","3,878.44"
12-29-22,"3,853.26","3,764.49","3,783.22"
1-5-23,"3,878.46","3,794.33","3,852.97"
1-12-23,"3,970.07","3,802.42","3,969.61"
1-19-23,"4,015.39","3,926.59","3,928.86"
1-26-23,"4,039.31","3,885.54","4,016.22"
2-2-23,"4,148.95","4,017.77","4,119.21"
2-9-23,"4,195.44","4,088.39","4,117.86"
2-16-23,"4,159.77","4,069.67","4,147.60"
2-23-23,"4,136.54","3,997.34","3,997.34"
3-2-23,"4,028.30","3,939.05","3,951.39"
3-9-23,"4,078.49","3,928.16","3,986.37"
3-16-23,"4,017.81","3,808.86","3,891.93"
3-23-23,"4,039.49","3,864.11","3,960.28"
3-30-23,"4,057.85","4,032.10","4,050.83"
4-6-23,"4,085.56","4,077.53","4,077.53"
4-13-23,"4,120.43","4,099.40","4,114.76"
4-20-23,"4,169.48","4,099.40","4,154.52"
4-27-23,"4,089.67","4,049.35","4,055.99"
5-4-23,"4,148.30","4,088.86","4,090.75"
5-11-23,"4,148.30","4,088.86","4,090.75"
5-18-23,"4,164.67","4,113.62","4,158.77"
5-25-23,"4,132.96","4,103.98","4,115.24"
6-1-23,"4,195.44","4,166.15","4,179.83"
6-8-23,"4,299.19","4,263.96","4,267.52"
6-15-23,"4,391.82","4,337.95","4,372.59"
6-22-23,"4,386.22","4,360.14","4,365.69"
6-29-23,"4,367.48","4,360.22","4,376.86"
7-6-23,"4,454.06","4,436.61","4,446.82"
7-13-23,"4,488.34","4,463.23","4,472.16"
7-20-23,"4,578.43","4,489.36","4,565.72"
7-27-23,"4,582.47","4,527.56","4,566.75"
8-3-23,"4,607.07","4,505.75","4,513.39"
8-10-23,"4,540.34","4,461.33","4,467.71"
8-17-23,"4,527.37","4,403.55","4,404.33"
8-24-23,"4,443.18","4,335.31","4,436.01"
8-31-23,"4,521.65","4,356.29","4,514.87"
9-7-23,"4,514.29","4,442.38","4,465.48"
9-14-23,"4,490.77","4,430.46","4,467.44"
9-21-23,"4,511.99","4,401.38","4,402.20"
9-28-23,"4,375.70","4,238.63","4,274.51"
10-5-23,"4,333.15","4,216.45","4,263.75"
10-12-23,"4,385.46","4,219.55","4,376.95"
10-19-23,"4,393.57","4,303.84","4,314.60"
10-26-23,"4,339.54","4,181.42","4,186.77"
11-2-23,"4,245.64","4,103.78","4,237.86"
11-9-23,"4,391.20","4,268.26","4,382.78"
11-16-23,"4,521.17","4,343.94","4,502.88"
11-23-23,"4,568.43","4,487.83","4,556.62"
11-30-23,"4,587.64","4,540.51","4,550.58"
12-7-23,"4,590.74","4,546.50","4,549.34"
12-14-23,"4,709.69","4,565.22","4,707.09"
12-21-23,"4,778.01","4,694.34","4,698.35"
12-28-23,"4,785.39","4,708.35","4,781.58"
1-4-24,"4,793.30","4,699.71","4,704.81"
1-11-24,"4,790.80","4,682.11","4,783.45"
1-18-24,"4,802.40","4,714.82","4,739.21"
1-25-24,"4,903.68","4,740.57","4,868.55"
2-1-24,"4,931.09","4,845.15","4,845.65"
2-8-24,"4,999.89","4,853.52","4,995.06"
2-15-24,"5,048.39","4,920.31","5,000.62"
2-22-24,"5,038.70","4,946.00","4,981.80"
2-29-24,"5,097.66","5,038.83","5,069.76"
3-7-24,"5,149.67","5,056.82","5,104.76"
3-14-24,"5,189.26","5,091.14","5,165.31"
3-21-24,"5,226.19","5,104.35","5,224.62"
3-28-24,"5,261.10","5,203.42","5,248.49"
4-4-24,"5,264.85","5,184.05","5,211.49"
4-11-24,"5,222.18","5,188.70","5,160.64"
4-18-24,"5,175.03","5,007.25","5,022.21"
4-25-24,"5,089.48","4,953.56","5,071.63"
5-2-24,"5,123.49","4,990.58","5,018.39"
5-9-24,"5,200.23","5,011.05","5,187.67"
5-16-24,"5,311.76","5,180.41","5,308.15"
5-23-24,"5,325.49","5,283.59","5,307.01"
5-30-24,"5,341.88","5,256.93","5,266.95"
6-6-24,"5,354.16","5,191.68","5,354.03"
6-13-24,"5,447.25","5,327.25","5,421.03"
6-20-24,"5,490.38","5,402.51","5,487.03"
6-27-24,"5,505.53","5,446.56","5,477.90"
7-4-24,"5,539.27","5,446.53","5,537.02"
7-11-24,"5,590.75","5,531.63","5,633.91"
7-18-24,"5,669.67","5,576.53","5,588.27"
7-25-24,"5,614.05","5,419.98","5,427.13"
8-1-24,"5,551.51","5,390.95","5,522.30"
8-8-24,"5,566.16","5,119.26","5,199.50"
8-15-24,"5,462.22","5,233.85","5,455.21"
8-22-24,"5,632.68","5,525.17","5,620.85"
8-29-24,"5,651.62","5,585.16","5,625.80"
9-5-24,"5,651.37","5,503.66","5,520.07"
9-12-24,"5,560.41","5,402.62","5,554.13"
9-19-24,"5,689.75","5,535.50","5,618.26"
9-26-24,"5,741.03","5,674.49","5,722.26"
10-3-24,"5,765.14","5,674.00","5,709.54"
10-10-24,"5,796.80","5,686.85","5,792.04"
10-18-24,"5,871.41","5,775.09","5,842.47"
10-24-24,"5,878.46","5,762.41","5,797.42"